City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal,Medal_Points
Montreal,1976.0,Aquatics,Diving,3m springboard,"KÖHLER, Christa",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Aquatics,Diving,3m springboard,"KOSENKOV, Aleksandr",Male,URS,Soviet Union,M,Bronze,1
Montreal,1976.0,Aquatics,Diving,3m springboard,"BOGGS, Philip George",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Diving,3m springboard,"CAGNOTTO, Giorgio Franco",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Diving,10m platform,"WILSON, Deborah Keplar",Female,USA,United States,W,Bronze,1
Montreal,1976.0,Aquatics,Diving,10m platform,"LOUGANIS, Gregory",Male,USA,United States,M,Silver,2
Montreal,1976.0,Aquatics,Diving,10m platform,"VAYTSEKHOVSKAYA, Elena",Female,URS,Soviet Union,W,Gold,3
Montreal,1976.0,Aquatics,Diving,3m springboard,"POTTER-MCINGVALE, Cynthia",Female,USA,United States,W,Bronze,1
Montreal,1976.0,Aquatics,Diving,10m platform,"DIBIASI, Klaus",Male,ITA,Italy,M,Gold,3
Montreal,1976.0,Aquatics,Diving,10m platform,"ALEINIK, Vladimir",Male,URS,Soviet Union,M,Bronze,1
Montreal,1976.0,Aquatics,Diving,10m platform,"KNAPE-LINDBERGH, Ulrika",Female,SWE,Sweden,W,Silver,2
Montreal,1976.0,Aquatics,Diving,3m springboard,"CHANDLER, Jennifer Kay",Female,USA,United States,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"BABASHOFF, Shirley Farber",Female,USA,United States,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,400m freestyle,"SHAW, Timothy Andrew",Male,USA,United States,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"PRIEMER, Petra",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,1500m freestyle,"HOLLAND, Stephen",Male,AUS,Australia,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,400m individual medley,"SMIRNOV, Andrei",Male,URS,Soviet Union,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"ANKE, Hannelore",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,800m freestyle,"BABASHOFF, Shirley Farber",Female,USA,United States,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,800m freestyle,"THÜMER, Petra",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"SMITH, Rebecca",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,200m backstroke,"ROCCA, Peter Drake",Male,USA,United States,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,400m freestyle,"GOODELL, Brian Stuart",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,400m individual medley,"MCKEE, Alexander Timothy",Male,USA,United States,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"EVANS, Clayton",Male,CAN,Canada,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,200m freestyle,"MONTGOMERY, James Paul",Male,USA,United States,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,100m butterfly,"VOGEL, Matthew Haynes",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,100m backstroke,"MATTHES, Roland",Male,GDR,East Germany,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,100m backstroke,"NABER, John Phillips",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,100m backstroke,"ROCCA, Peter Drake",Male,USA,United States,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"KRAUS, Michael",Male,FRG,West Germany,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,200m freestyle,"BRIGITHA, Enith",Female,NED,Netherlands,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"DUNNE, David Michael",Male,GBR,United Kingdom,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"NABER, John Phillips",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"HEMPEL, Claudia",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"MAC DONALD, Gary",Male,CAN,Canada,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"BOGDANOV, Andrei",Male,URS,Soviet Union,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,100m butterfly,"HALL, Gary Wayne",Male,USA,United States,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,400m individual medley,"SMITH, Rebecca",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"KOSHEVAYA, Marina",Female,URS,Soviet Union,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,200m backstroke,"GARAPICK, Nancy Ellen",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,800m freestyle,"WEINBERG, Wendy Elizabeth",Female,USA,United States,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"MONTGOMERY, James Paul",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"RASKATOV, Vladimir",Male,URS,Soviet Union,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"ENDER, Kornelia",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"JARDIN, Anne Elizabeth",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"YOZAITIS, Arvidas",Male,URS,Soviet Union,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"WRIGHT, Camille",Female,USA,United States,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"KRYLOV, Andrei",Male,URS,Soviet Union,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"DOWNIE, Gordon Hunter",Male,GBR,United Kingdom,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"WILKIE, David Andrew",Male,GBR,United Kingdom,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"PEYTON, Kim Marie",Female,USA,United States,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"MONTGOMERY, James Paul",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,200m butterfly,"TAUBER, Ulrike",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"CLARK, Barbara Lynny",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"AMUNDRUD, Gail",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,100m butterfly,"ENDER, Kornelia",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,200m butterfly,"BRUNER, Michael Lee",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,400m individual medley,"GIBSON, Cheryl",Female,CAN,Canada,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,200m backstroke,"NABER, John Phillips",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,200m freestyle,"ENDER, Kornelia",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,100m butterfly,"BOGLIOLI, Wendy Lansbach",Female,USA,United States,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"SMITH, Graham",Male,CAN,Canada,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"VOGEL, Matthew Haynes",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"SMITH-SLOAN, Susan Estelle",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"COOK-HOGG, Wendy",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,100m butterfly,"POLLACK, Andrea",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,100m butterfly,"BOTTOM, Joseph Stuart",Male,USA,United States,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,400m freestyle,"THÜMER, Petra",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"RICHTER, Ulrike",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,200m freestyle,"FURNISS, Bruce Macfarlane",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"KOSHEVAYA, Marina",Female,URS,Soviet Union,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,200m butterfly,"GREGG, Steven Garrett",Male,USA,United States,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"ENDER, Kornelia",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"MCCLATCHEY, Alan",Male,GBR,United Kingdom,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"RUSANOVA, Lyubov",Female,URS,Soviet Union,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,400m individual medley,"STRACHAN, Rodney",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,400m freestyle,"RASKATOV, Vladimir",Male,URS,Soviet Union,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,400m individual medley,"TAUBER, Ulrike",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,1500m freestyle,"GOODELL, Brian Stuart",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"PICKELL, Stephen",Male,CAN,Canada,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,200m backstroke,"HARRIGAN, Daniel Lee",Male,USA,United States,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,200m butterfly,"KOTHER-GABRIEL, Rosemarie",Female,GDR,East Germany,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"POLLACK, Andrea",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,100m freestyle,"MONTGOMERY, James Paul",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"YURCHENYA, Marina",Female,URS,Soviet Union,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,200m backstroke,"TREIBER, Birgit",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"RUSANOVA, Lyubov",Female,URS,Soviet Union,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"BOGLIOLI, Wendy Lansbach",Female,USA,United States,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"BRUNER, Michael Lee",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"BABASHOFF, Shirley Farber",Female,USA,United States,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,100m backstroke,"TREIBER, Birgit",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"HENCKEN, John Frederick",Male,USA,United States,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,100m freestyle,"BABASHOFF, Jack, Jr.",Male,USA,United States,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,200m butterfly,"POLLACK, Andrea",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,100m freestyle,"BRIGITHA, Enith",Female,NED,Netherlands,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"SIERING, Laura Gail",Female,USA,United States,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,400m freestyle,"BABASHOFF, Shirley Farber",Female,USA,United States,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"KOPLYAKOV, Sergei",Male,URS,Soviet Union,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"COLELLA, Richard Phillip Jr.",Male,USA,United States,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"NABER, John Phillips",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,200m freestyle,"BABASHOFF, Shirley Farber",Female,USA,United States,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,100m backstroke,"GARAPICK, Nancy Ellen",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"STEINBACH, Klaus",Male,FRG,West Germany,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"STERKEL, Gillian Ann",Female,USA,United States,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,100m freestyle,"NOCKE, Peter",Male,FRG,West Germany,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,200m butterfly,"FORRESTER, William Ronald, Jr.",Male,USA,United States,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"NOCKE, Peter",Male,FRG,West Germany,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"HENCKEN, John Frederick",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"ANKE, Hannelore",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"POLLACK, Andrea",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"KUSCH, Walter",Male,FRG,West Germany,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,400m freestyle,"SMITH, Shannon",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"CORSIGLIA, Robin Marie",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,100m backstroke,"RICHTER, Ulrike",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,1500m freestyle,"HACKETT, Robert William",Male,USA,United States,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"WILKIE, David Andrew",Male,GBR,United Kingdom,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"BRINKLEY, Brian",Male,GBR,United Kingdom,M,Bronze,1
Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"HENCKEN, John Frederick",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,200m freestyle,"NABER, John Phillips",Male,USA,United States,M,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"FURNISS, Bruce Macfarlane",Male,USA,United States,M,Gold,3
Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"JEZEK, Linda Louise",Female,USA,United States,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,100m freestyle,"PRIEMER, Petra",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"JARDIN, Anne Elizabeth",Female,CAN,Canada,W,Bronze,1
Montreal,1976.0,Aquatics,Swimming,200m backstroke,"RICHTER, Ulrike",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Swimming,100m freestyle,"ENDER, Kornelia",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"DE ZWARTE, Pieter",Male,NED,Netherlands,M,Bronze,1
Montreal,1976.0,Aquatics,Water polo,water polo,"VEER, Jan Evert",Male,NED,Netherlands,M,Bronze,1
Montreal,1976.0,Aquatics,Water polo,water polo,"KROON, Evert Gerrit",Male,NED,Netherlands,M,Bronze,1
Montreal,1976.0,Aquatics,Water polo,water polo,"HORKAI, Gyorgy",Male,HUN,Hungary,M,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"CASTAGNOLA, Luigi",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Water polo,water polo,"SMITS, Hans",Male,NED,Netherlands,M,Bronze,1
Montreal,1976.0,Aquatics,Water polo,water polo,"STROBOER, Gijsbert (Gijs)",Male,NED,Netherlands,M,Bronze,1
Montreal,1976.0,Aquatics,Water polo,water polo,"CSAPO, Gabor",Male,HUN,Hungary,M,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"CSERVENYAK, Tibor",Male,HUN,Hungary,M,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"GERENDAS, Gyorgy",Male,HUN,Hungary,M,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"BUUNK, Antoon G.J.",Male,NED,Netherlands,M,Bronze,1
Montreal,1976.0,Aquatics,Water polo,water polo,"SUDAR, Attila",Male,HUN,Hungary,M,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"KENEZ, Gyorgy",Male,HUN,Hungary,M,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"MOLNAR, Endre",Male,HUN,Hungary,M,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"BOEGSCHOTEN, Alexander",Male,NED,Netherlands,M,Bronze,1
Montreal,1976.0,Aquatics,Water polo,water polo,"SAROSI, Laszlo",Male,HUN,Hungary,M,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"DEL DUCA, Marcello",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Water polo,water polo,"SIMEONI, Roldano",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Water polo,water polo,"ALBERANI SAMARITANI, Alberto",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Water polo,water polo,"BARACCHINI, Silvio",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Water polo,water polo,"PANERAI, Umberto",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Water polo,water polo,"MARSILI, Sante",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Water polo,water polo,"DE MAGISTRIS, Gianni",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Water polo,water polo,"KONRAD, Ferenc",Male,HUN,Hungary,M,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"TOONEN, Hendrik (Rik)",Male,NED,Netherlands,M,Bronze,1
Montreal,1976.0,Aquatics,Water polo,water polo,"DE MAGISTRIS, Riccardo",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Water polo,water polo,"SZIVOS, Istvan",Male,HUN,Hungary,M,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"LANDEWEERD, Nicolaas",Male,NED,Netherlands,M,Bronze,1
Montreal,1976.0,Aquatics,Water polo,water polo,"FARAGO, Tamas",Male,HUN,Hungary,M,Gold,3
Montreal,1976.0,Aquatics,Water polo,water polo,"HOEPELMAN, Andries",Male,NED,Netherlands,M,Bronze,1
Montreal,1976.0,Aquatics,Water polo,water polo,"GHIBELLINI, Alessandro",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Water polo,water polo,"D, Vincenzo",Male,ITA,Italy,M,Silver,2
Montreal,1976.0,Aquatics,Water polo,water polo,"VAN ZEELAND, Hans",Male,NED,Netherlands,M,Bronze,1
Montreal,1976.0,Archery,Archery,individual FITA round,"RYON, Luann Marie",Female,USA,United States,W,Gold,3
Montreal,1976.0,Archery,Archery,individual FITA round,"PACE, Darrell Owen",Male,USA,United States,M,Gold,3
Montreal,1976.0,Archery,Archery,individual FITA round,"MICHINAGA, Hiroshi",Male,JPN,Japan,M,Silver,2
Montreal,1976.0,Archery,Archery,individual FITA round,"FERRARI, Giancarlo",Male,ITA,Italy,M,Bronze,1
Montreal,1976.0,Archery,Archery,individual FITA round,"RUSTAMOVA, Zebiniso",Female,URS,Soviet Union,W,Bronze,1
Montreal,1976.0,Archery,Archery,individual FITA round,"KOVPAN, Valentina",Female,URS,Soviet Union,W,Silver,2
Montreal,1976.0,Athletics,Athletics,4x400m relay,"STROPAHL-STREIDT, Ellen",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Athletics,Athletics,4x100m relay,"RICHTER-IRRGANG, Annegret",Female,FRG,West Germany,W,Silver,2
Montreal,1976.0,Athletics,Athletics,long jump,"ROBINSON, Arnie",Male,USA,United States,M,Gold,3
Montreal,1976.0,Athletics,Athletics,4x400m relay,"HERRMANN, Bernd",Male,FRG,West Germany,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,4x400m relay,"FRAZIER, Herman Ronald",Male,USA,United States,M,Gold,3
Montreal,1976.0,Athletics,Athletics,high jump,"WITSCHAS-ACKERMANN, Rosemarie",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Athletics,Athletics,100m hurdles,"SCHALLER-KLIER, Johanna",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Athletics,Athletics,400m,"JUANTORENA, Alberto",Male,CUB,Cuba,M,Gold,3
Montreal,1976.0,Athletics,Athletics,5000m,"HILDENBRAND, Klaus-Peter",Male,FRG,West Germany,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,100m,"STECHER, Renate",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Athletics,Athletics,4x100m relay,"RIDDICK, Steven Earl",Male,USA,United States,M,Gold,3
Montreal,1976.0,Athletics,Athletics,pentathlon,"BODNER-LASER, Christine",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Athletics,Athletics,long jump,"WARTENBERG, Frank",Male,GDR,East Germany,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,200m,"EVANS, Dwayne Eugene",Male,USA,United States,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,200m,"HAMPTON, Millard Frank Jr.",Male,USA,United States,M,Silver,2
Montreal,1976.0,Athletics,Athletics,hammer throw,"SEDYKH, Yuri",Male,URS,Soviet Union,M,Gold,3
Montreal,1976.0,Athletics,Athletics,pentathlon,"POLLAK, Burglinde",Female,GDR,East Germany,W,Bronze,1
Montreal,1976.0,Athletics,Athletics,decathlon,"AVILOV, Nikolai",Male,URS,Soviet Union,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,high jump,"STONES, Dwight Edwin",Male,USA,United States,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,800m,"WOHLHUTER, Richard Charles",Male,USA,United States,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,100m hurdles,"ANISIMOVA, Tatiana",Female,URS,Soviet Union,W,Silver,2
Montreal,1976.0,Athletics,Athletics,800m,"KAZANKINA, Tatiana",Female,URS,Soviet Union,W,Gold,3
Montreal,1976.0,Athletics,Athletics,4x400m relay,"WERNER, Jan",Male,POL,Poland,M,Silver,2
Montreal,1976.0,Athletics,Athletics,4x100m relay,"THIEME, Alexander",Male,GDR,East Germany,M,Silver,2
Montreal,1976.0,Athletics,Athletics,200m,"STECHER, Renate",Female,GDR,East Germany,W,Bronze,1
Montreal,1976.0,Athletics,Athletics,shot put,"BARYSHNIKOV, Aleksandr",Male,URS,Soviet Union,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,high jump,"JOY, Gregory",Male,CAN,Canada,M,Silver,2
Montreal,1976.0,Athletics,Athletics,hammer throw,"BONDARCHUK, Anatoli",Male,URS,Soviet Union,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,100m,"BORZOV, Valery",Male,URS,Soviet Union,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,800m,"CHTEREVA, Nikolina",Female,BUL,Bulgaria,W,Silver,2
Montreal,1976.0,Athletics,Athletics,3000m steeplechase,"MALINOWSKI, Bronislaw",Male,POL,Poland,M,Silver,2
Montreal,1976.0,Athletics,Athletics,1500m,"HOFFMEISTER, Gunhild",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Athletics,Athletics,4x400m relay,"INGRAM, Sheila Rena",Female,USA,United States,W,Silver,2
Montreal,1976.0,Athletics,Athletics,triple jump,"BUTTS, James A.",Male,USA,United States,M,Silver,2
Montreal,1976.0,Athletics,Athletics,4x400m relay,"PARKS, Maxwell Lander",Male,USA,United States,M,Gold,3
Montreal,1976.0,Athletics,Athletics,4x100m relay,"ANISIMOVA, Vera",Female,URS,Soviet Union,W,Bronze,1
Montreal,1976.0,Athletics,Athletics,discus throw,"SCHMIDT, Wolfgang",Male,GDR,East Germany,M,Silver,2
Montreal,1976.0,Athletics,Athletics,javelin throw,"SCHMIDT, Kathryn Joan",Female,USA,United States,W,Bronze,1
Montreal,1976.0,Athletics,Athletics,4x400m relay,"BRYANT, Rosalyn Evette",Female,USA,United States,W,Silver,2
Montreal,1976.0,Athletics,Athletics,4x100m relay,"OELSNER-GÖHR, Marlies",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Athletics,Athletics,1500m,"WELLMANN, Paul-Heinz",Male,FRG,West Germany,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,discus throw,"POWELL, John Gates",Male,USA,United States,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,4x100m relay,"BESFAMILNAYA, Nadezhda",Female,URS,Soviet Union,W,Bronze,1
Montreal,1976.0,Athletics,Athletics,4x400m relay,"PODLAS, Ryszard",Male,POL,Poland,M,Silver,2
Montreal,1976.0,Athletics,Athletics,4x100m relay,"KOLESNIKOV, Nikolai",Male,URS,Soviet Union,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,1500m,"WALKER, John",Male,NZL,New Zealand,M,Gold,3
Montreal,1976.0,Athletics,Athletics,800m,"ZINN, Elfi",Female,GDR,East Germany,W,Bronze,1
Montreal,1976.0,Athletics,Athletics,1500m,"KAZANKINA, Tatiana",Female,URS,Soviet Union,W,Gold,3
Montreal,1976.0,Athletics,Athletics,marathon,"CIERPINSKI, Waldemar",Male,GDR,East Germany,M,Gold,3
Montreal,1976.0,Athletics,Athletics,4x400m relay,"KRIEG, Lothar",Male,FRG,West Germany,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,4x100m relay,"BODENDORF, Carla",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Athletics,Athletics,4x100m relay,"PFEIFER, Jörg",Male,GDR,East Germany,M,Silver,2
Montreal,1976.0,Athletics,Athletics,800m,"VAN DAMME, Ivo",Male,BEL,Belgium,M,Silver,2
Montreal,1976.0,Athletics,Athletics,1500m,"VAN DAMME, Ivo",Male,BEL,Belgium,M,Silver,2
Montreal,1976.0,Athletics,Athletics,110m hurdles,"DAVENPORT, Willie",Male,USA,United States,M,Bronze,1
Montreal,1976.0,Athletics,Athletics,20km walk,"BAUTISTA ROCHA, Daniel",Male,MEX,Mexico,M,Gold,3
Montreal,1976.0,Athletics,Athletics,discus throw,"SCHLAAK-JAHL, Evelin",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Athletics,Athletics,100m,"RICHTER-IRRGANG, Annegret",Female,FRG,West Germany,W,Gold,3
Montreal,1976.0,Athletics,Athletics,200m,"ECKERT-WÖCKEL, Bärbel",Female,GDR,East Germany,W,Gold,3
Montreal,1976.0,Athletics,Athletics,4x400m relay,"PIETRZYK, Jerzy",Male,POL,Poland,M,Silver,2
Montreal,1976.0,Athletics,Athletics,400m,"BREHMER-LATHAN, Christina",Female,GDR,East Germany,W,Silver,2
Montreal,1976.0,Athletics,Athletics,shot put,"CHRISTOVA-TODOROVA, Ivanka Mikailova",Female,BUL,Bulgaria,W,Gold,3
