City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal,Medal_Points
Barcelona,1992.0,Athletics,Athletics,10000m walk,"LI, Chunxiu",Female,CHN,China,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,triple jump,"CONLEY, Mike",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,20km walk,"PLAZA MONTERO, Daniel",Male,ESP,Spain,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"JENKINS, Charles L.",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,400m hurdles,"AKABUSI, Kriss Kezie Uche",Male,GBR,United Kingdom,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"WATTS, Quincy",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,high jump,"PARTYKA, Artur",Male,POL,Poland,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,3000m steeplechase,"BIRIR, Mathew",Male,KEN,Kenya,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"UTONDU, Beatrice",Female,NGR,Nigeria,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"ISASI, Joel",Male,CUB,Cuba,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,20km walk,"DE BENEDICTIS, Giovanni",Male,ITA,Italy,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"TELLEZ, Norberto",Male,CUB,Cuba,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,400m hurdles,"FARMER-PATRICK, Sandra",Female,USA,United States,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,pole vault,"TRANDENKOV, Igor",Male,EUN,Unified team,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,400m,"KITUR, Samson",Male,KEN,Kenya,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,400m hurdles,"VICKERS, Janeene",Female,USA,United States,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,1500m,"QU, Yunxia",Female,CHN,China,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,1500m,"BOULMERKA, Hassiba",Female,ALG,Algeria,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"BOGOSLOVSKAYA, Olga",Female,EUN,Unified team,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,800m,"KIPROTICH, Nixon",Male,KEN,Kenya,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"GUIDRY-WHITE, Carlette D.",Female,USA,United States,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,heptathlon,"JOYNER-KERSEE, Jackie",Female,USA,United States,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,10000m walk,"NIKOLAYEVA, Yelena",Female,EUN,Unified team,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,marathon,"ARIMORI, Yuko",Female,JPN,Japan,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,1500m,"EL BASIR, Rachid",Male,MAR,Morocco,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,high jump,"HENKEL, Heike",Female,GER,Germany,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,shot put,"HUANG, Zhihong",Female,CHN,China,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,javelin throw,"RATY, Seppo Henrik",Male,FIN,Finland,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"DOUGLAS, Sandra Marie",Female,GBR,United Kingdom,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,10000m,"SKAH, Khalid",Male,MAR,Morocco,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"JOHNSON, Michael",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,marathon,"MORISHITA, Koichi",Male,JPN,Japan,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,high jump,"QUINTERO, Joanet",Female,CUB,Cuba,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"JETT, James",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,100m,"PRIVALOVA, Irina",Female,EUN,Unified team,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,10000m,"CHELIMO, Richard",Male,KEN,Kenya,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,800m,"TANUI, William",Male,KEN,Kenya,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"GUNNELL, Sally Janet Jane",Female,GBR,United Kingdom,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,800m,"NURUTDINOVA, Lilia",Female,EUN,Unified team,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"DJIGALOVA, Lioudmila",Female,EUN,Unified team,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,hammer throw,"ABDUVALIEV, Andrey",Male,EUN,Unified team,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,decathlon,"ZMELIK, Robert",Male,TCH,Czechoslovakia,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,200m,"BATES, Michael D.",Male,USA,United States,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"ASHFORD, Evelyn",Female,USA,United States,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"MILES, Jearl",Female,USA,United States,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,javelin throw,"BACKLEY, Steve",Male,GBR,United Kingdom,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,110m hurdles,"PIERCE, Jack",Male,USA,United States,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,triple jump,"RUTHERFORD, Frank",Male,BAH,Bahamas,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,long jump,"JOYNER-KERSEE, Jackie",Female,USA,United States,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,high jump,"SOTOMAYOR, Javier",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"KAYODE, Oluyemi",Male,NGR,Nigeria,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,decathlon,"JOHNSON, David Allan",Male,USA,United States,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,discus throw,"COSTIAN, Daniela",Female,AUS,Australia,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,high jump,"FORSYTH, Timothy",Male,AUS,Australia,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,3000m,"ROMANOVA, Elena",Female,EUN,Unified team,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"AGUILERA RUIZ, Jorge Luis",Male,CUB,Cuba,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,discus throw,"SCHULT, Jürgen",Male,GER,Germany,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,10000m,"MEYER, Elana",Female,RSA,South Africa,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,shot put,"KRIVELYOVA, Svetlana",Female,EUN,Unified team,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"NURUTDINOVA, Lilia",Female,EUN,Unified team,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"SMITH, Phylis",Female,GBR,United Kingdom,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,400m hurdles,"YOUNG, Kevin Curtis",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"KAISER, Natasha",Female,USA,United States,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,marathon,"MOLLER, Lorraine Mary",Female,NZL,New Zealand,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"LEWIS, Steve",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"CHMONINA, Marina",Female,EUN,Unified team,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"MITCHELL, Dennis",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,400m,"PEREC, Marie-Jose",Female,FRA,France,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,javelin throw,"SHIKOLENKO, Natalia",Female,EUN,Unified team,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"SIMON, Andres",Male,CUB,Cuba,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,1500m,"ROGACHEVA, Liudmila",Female,EUN,Unified team,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"YOUNG, Dannette",Female,USA,United States,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,50km walk,"WEIGEL, Ronald",Male,GER,Germany,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,800m,"QUIROT, Ana Fidelia",Female,CUB,Cuba,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,200m,"FREDERICKS, Frank",Male,NAM,Namibia,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"MARSH, Michael",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,200m,"OTTEY-PAGE, Merlene",Female,JAM,Jamaica,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,400m hurdles,"GUNNELL, Sally Janet Jane",Female,GBR,United Kingdom,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"IDEHEN, Faith",Female,NGR,Nigeria,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,shot put,"LYKHO, Viatcheslav",Male,EUN,Unified team,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,200m,"CUTHBERT, Juliet",Female,JAM,Jamaica,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"LAMELA, Joel",Male,CUB,Cuba,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"RICHARDSON, Mark Ashton",Male,GBR,United Kingdom,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,decathlon,"PENALVER ASENSIO, Antonio",Male,ESP,Spain,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,200m,"TORRENCE, Gwen",Female,USA,United States,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,long jump,"KRAVETS, Inessa",Female,EUN,Unified team,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,3000m,"DOROVSKIH, Tatiana",Female,EUN,Unified team,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"IMOH, Chidi",Male,NGR,Nigeria,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,heptathlon,"BRAUN, Sabine",Female,GER,Germany,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,discus throw,"MOYA, Roberto S.",Male,CUB,Cuba,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"BRYZGINA, Olga",Female,EUN,Unified team,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"HERNANDEZ PRENDES, Roberto",Male,CUB,Cuba,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,50km walk,"MERCENARIO CARBAJAL, Carlos",Male,MEX,Mexico,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,5000m,"BAYISA, Fita",Male,ETH,Ethiopia,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,triple jump,"SIMPKINS, Charles",Male,USA,United States,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,long jump,"DRECHSLER, Heike",Female,GER,Germany,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"OPARA-THOMPSON, Christy Thompson",Female,NGR,Nigeria,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,long jump,"POWELL, Michael Anthony",Male,USA,United States,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,3000m,"CHALMERS, Angela Frances",Female,CAN,Canada,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,javelin throw,"RENK, Silke",Female,GER,Germany,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"ADENIKEN, Olapade",Male,NGR,Nigeria,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,10000m,"JENNINGS, Lynn A.",Female,USA,United States,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,800m,"GRAY, Johnny Lee Jr",Male,USA,United States,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,hammer throw,"ASTAPKOVICH, Igor",Male,EUN,Unified team,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,discus throw,"MARTEN, Maritza",Female,CUB,Cuba,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,high jump,"CONWAY, Hollis",Male,USA,United States,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,100m hurdles,"MARTIN, La Vona Ann",Female,USA,United States,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"STEVENS, Rochelle",Female,USA,United States,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"HALL, Darnell",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"STOUTE, Jennifer",Female,GBR,United Kingdom,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"LADEJO, Duaine",Male,GBR,United Kingdom,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"TORRENCE, Gwen",Female,USA,United States,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,1500m,"CACHO RUIZ, Fermin",Male,ESP,Spain,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"REGIS, John Paul Lyndon",Male,GBR,United Kingdom,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,shot put,"STULCE, Michael D.",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,100m,"DEVERS, Gail",Female,USA,United States,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,1500m,"SULAIMAN, Mohamed Ahmed",Male,QAT,Qatar,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,400m,"BRYZGINA, Olga",Female,EUN,Unified team,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"HERRERA ORTIZ, Hector",Male,CUB,Cuba,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"FINN, Michelle",Female,USA,United States,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,heptathlon,"BELOVA, Irina",Female,EUN,Unified team,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,pole vault,"GARCIA CHICO, Javier",Male,ESP,Spain,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,100m,"CHRISTIE, Linford",Male,GBR,United Kingdom,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,javelin throw,"ZELEZNY, Jan",Male,TCH,Czechoslovakia,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"GRINDLEY, David Allan",Male,GBR,United Kingdom,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,high jump,"SJÖBERG, Patrick",Male,SWE,Sweden,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"BLACK, Roger",Male,GBR,United Kingdom,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"LEWIS, Carl",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"AKABUSI, Kriss Kezie Uche",Male,GBR,United Kingdom,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,marathon,"HWANG, Young-Cho",Male,KOR,"Korea, South",M,Gold,3
Barcelona,1992.0,Athletics,Athletics,800m,"VAN LANGEN, Ellen",Female,NED,Netherlands,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,long jump,"LEWIS, Carl",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,marathon,"YEGOROVA, Valentina",Female,EUN,Unified team,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,100m,"CUTHBERT, Juliet",Female,JAM,Jamaica,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"TORRENCE, Gwen",Female,USA,United States,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,50km walk,"PERLOV, Andrey",Male,EUN,Unified team,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,javelin throw,"FORKEL, Karen",Female,GER,Germany,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,100m hurdles,"DONKOVA, Yordanka",Female,BUL,Bulgaria,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"TRANDENKOVA, Marina",Female,EUN,Unified team,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,shot put,"DOEHRING, James",Male,USA,United States,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"MARTINEZ DESPAIGNE, Lazaro",Male,CUB,Cuba,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,long jump,"GREENE, Joe",Male,USA,United States,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,200m,"MARSH, Michael",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"JONES, Esther",Female,USA,United States,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,pole vault,"TARASOV, Maksim",Male,EUN,Unified team,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"ROUZINA, Yelena",Female,EUN,Unified team,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"PRIVALOVA, Irina",Female,EUN,Unified team,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,100m,"FREDERICKS, Frank",Male,NAM,Namibia,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,10000m walk,"CHEN, Yueling",Female,CHN,China,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,10000m,"ABEBE, Addis",Male,ETH,Ethiopia,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"EZINWA, Davidson",Male,NGR,Nigeria,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,110m hurdles,"MCKOY, Mark",Male,CAN,Canada,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,100m hurdles,"PATOULIDOU, Paraskevi Voula",Female,GRE,Greece,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,400m hurdles,"GRAHAM, Winthrop",Male,JAM,Jamaica,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,3000m steeplechase,"SANG, Patrick",Male,KEN,Kenya,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"NAZAROVA, Olga",Female,EUN,Unified team,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x100m relay,"ONYALI, Mary",Female,NGR,Nigeria,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,10000m,"TULU, Derartu",Female,ETH,Ethiopia,W,Gold,3
Barcelona,1992.0,Athletics,Athletics,4x400m relay,"VALMON, Andrew",Male,USA,United States,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,discus throw,"UBARTAS, Romas",Male,LTU,Lithuania,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,3000m steeplechase,"MUTWOL, William",Male,KEN,Kenya,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,100m,"MITCHELL, Dennis",Male,USA,United States,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,400m,"LEWIS, Steve",Male,USA,United States,M,Silver,2
Barcelona,1992.0,Athletics,Athletics,marathon,"FREIGANG, Stephan Timo",Male,GER,Germany,M,Bronze,1
Barcelona,1992.0,Athletics,Athletics,high jump,"ASTAFEI, Galina",Female,ROU,Romania,W,Silver,2
Barcelona,1992.0,Athletics,Athletics,5000m,"BAUMANN, Dieter",Male,GER,Germany,M,Gold,3
Barcelona,1992.0,Athletics,Athletics,shot put,"NEIMKE, Kathrin",Female,GER,Germany,W,Bronze,1
Barcelona,1992.0,Athletics,Athletics,400m,"RESTREPO GAVIRIA, Ximena",Female,COL,Colombia,W,Bronze,1
Barcelona,1992.0,Badminton,Badminton,singles,"BANG, Soo-Hyun",Female,KOR,"Korea, South",W,Silver,2
Barcelona,1992.0,Badminton,Badminton,doubles,"SIDEK, Razif",Male,MAS,Malaysia,M,Bronze,1
Barcelona,1992.0,Badminton,Badminton,doubles,"LIN, Yanfen",Female,CHN,China,W,Bronze,1
Barcelona,1992.0,Badminton,Badminton,doubles,"YAO, Fen",Female,CHN,China,W,Bronze,1
Barcelona,1992.0,Badminton,Badminton,singles,"WIRANATA, Ardy Bernardus",Male,INA,Indonesia,M,Silver,2
Barcelona,1992.0,Badminton,Badminton,doubles,"TIAN, Bingyi",Male,CHN,China,M,Bronze,1
Barcelona,1992.0,Badminton,Badminton,doubles,"HWANG, Hae-Young",Female,KOR,"Korea, South",W,Gold,3
Barcelona,1992.0,Badminton,Badminton,singles,"TANG, Jiuhong",Female,CHN,China,W,Bronze,1
Barcelona,1992.0,Badminton,Badminton,doubles,"SHIM, Eun-Jung",Female,KOR,"Korea, South",W,Bronze,1
Barcelona,1992.0,Badminton,Badminton,doubles,"LI, Yongbo",Male,CHN,China,M,Bronze,1
Barcelona,1992.0,Badminton,Badminton,singles,"BUDI KUSUMA, Alan",Male,INA,Indonesia,M,Gold,3
Barcelona,1992.0,Badminton,Badminton,doubles,"GIL, Young-Ah",Female,KOR,"Korea, South",W,Bronze,1
Barcelona,1992.0,Badminton,Badminton,doubles,"SIDEK, Rashid",Male,MAS,Malaysia,M,Bronze,1
Barcelona,1992.0,Badminton,Badminton,doubles,"NONG, Qunhua",Female,CHN,China,W,Silver,2
Barcelona,1992.0,Badminton,Badminton,doubles,"KIM, Moon-Soo",Male,KOR,"Korea, South",M,Gold,3
Barcelona,1992.0,Badminton,Badminton,singles,"STUER-LAURIDSEN, Thomas",Male,DEN,Denmark,M,Bronze,1
Barcelona,1992.0,Badminton,Badminton,doubles,"GUAN, Weizhen",Female,CHN,China,W,Silver,2
Barcelona,1992.0,Badminton,Badminton,doubles,"GUNAWAN, Rudy",Male,INA,Indonesia,M,Silver,2
Barcelona,1992.0,Badminton,Badminton,singles,"SUSANTO, Hermawan",Male,INA,Indonesia,M,Bronze,1
Barcelona,1992.0,Badminton,Badminton,doubles,"PARK, Joo-Bong",Male,KOR,"Korea, South",M,Gold,3
Barcelona,1992.0,Badminton,Badminton,doubles,"CHUNG, So-Young",Female,KOR,"Korea, South",W,Gold,3
Barcelona,1992.0,Badminton,Badminton,doubles,"HARTONO, Eddy",Male,INA,Indonesia,M,Silver,2
Barcelona,1992.0,Badminton,Badminton,singles,"HUANG, Hua",Female,CHN,China,W,Bronze,1
Barcelona,1992.0,Badminton,Badminton,singles,"SUSANTI, Susi",Female,INA,Indonesia,W,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"KINDELAN, Orestes",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"ESTRADA, Jose Antonio",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"KAWABATA, Shinichiro",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"NAKAMOTO, Hiroshi",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"ARROJO AVILA, Rolando",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"KUO LEE, Chien-Fu",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"HERNANDEZ, Alberto",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"GURRIEL DELGADO, Lourdes",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"CHIANG, Tai-Chuan",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"WU, Shih-Hsih",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"LINARES, Omar",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"SATO, Shinichi",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"KU, Kuo-Chian",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"AJETE, Omar",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"CHANG, Cheng-Hsien",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"CHEN, Chi-Hsin",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"CHANG, Wen-Chung",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"LO, Chen-Jung",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"NISHI, Masafumi",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"HUANG, Wen-Po",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"KOJIMA, Hirotami",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"HUANG, Chung-Yi",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"DELGADO DIEZ, Jose Raul",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"PACHECO, Antonio",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"PADILLA, Juan",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"FERNANDEZ RODRIGUEZ, Osvaldo",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"WAKABAYASHI, Shigeki",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"SAKAGUCHI, Hiroyuki",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"NISHIYAMA, Kazutaka",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"PEREZ RONDON, Juan Carlos",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"TAKAMI, Yasunori",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"VALDES BERRIEL, Jorge Luis",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"WATANABE, Katsumi",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"KOKUBO, Hiroki",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"LIN, Kun-Han",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"ITO, Tomohito",Male,JPN,Japan,M,Bronze,1
Barcelona,1992.0,Baseball,Baseball,baseball,"MESA FRESNEDA, German",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"CHEN, Wei-Chen",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"ULACIA, Luis",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"VARGAS, Lazaro",Male,CUB,Cuba,M,Gold,3
Barcelona,1992.0,Baseball,Baseball,baseball,"CHANG, Yaw-Teing",Male,TPE,Taiwan,M,Silver,2
Barcelona,1992.0,Baseball,Baseball,baseball,"TSAI, Ming-Hung",Male,TPE,Taiwan,M,Silver,2
